DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
27Q064,PS 064 JOSEPH P ADDABBO,1,Gen Ed,53,2,26.5,26,27
27Q064,PS 064 JOSEPH P ADDABBO,2,Gen Ed,80,3,26.7,25,28
27Q064,PS 064 JOSEPH P ADDABBO,3,Gen Ed,28,1,28,28,28
27Q064,PS 064 JOSEPH P ADDABBO,3,ICT,31,1,31,31,31
27Q064,PS 064 JOSEPH P ADDABBO,4,Gen Ed,32,1,32,32,32
27Q064,PS 064 JOSEPH P ADDABBO,4,ICT,32,1,32,32,32
27Q064,PS 064 JOSEPH P ADDABBO,5,Gen Ed,48,2,24,22,26
27Q064,PS 064 JOSEPH P ADDABBO,5,ICT,27,1,27,27,27
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,K,Gen Ed,46,2,23,22,24
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,K,ICT,22,1,22,22,22
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,1,Gen Ed,36,2,18,17,19
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,1,ICT,19,1,19,19,19
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,2,Gen Ed,31,2,15.5,15,16
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,2,ICT,15,1,15,15,15
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,3,Gen Ed,33,2,16.5,16,17
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,3,ICT,18,1,18,18,18
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,4,Gen Ed,38,2,19,17,21
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,4,ICT,21,1,21,21,21
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,5,Gen Ed,30,2,15,15,15
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,5,ICT,15,1,15,15,15
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,K,Gen Ed,61,3,20.3,20,21
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,K,ICT,20,1,20,20,20
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,1,Gen Ed,58,3,19.3,<15,25
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,1,ICT,25,1,25,25,25
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,2,Gen Ed,53,2,26.5,25,28
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,2,ICT,25,1,25,25,25
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,3,Gen Ed,45,2,22.5,22,23
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,3,ICT,23,1,23,23,23
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,4,Gen Ed,34,2,17,<15,24
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,4,ICT,25,1,25,25,25
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,5,Gen Ed,21,1,21,21,21
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,5,ICT,22,1,22,22,22
27Q090,PS 090 HORACE MANN,K,Gen Ed,48,2,24,23,25
27Q090,PS 090 HORACE MANN,K,ICT,25,1,25,25,25
27Q090,PS 090 HORACE MANN,1,Gen Ed,51,2,25.5,25,26
27Q090,PS 090 HORACE MANN,1,ICT,25,1,25,25,25
27Q090,PS 090 HORACE MANN,2,Gen Ed,60,3,20,20,20
27Q090,PS 090 HORACE MANN,2,ICT,20,1,20,20,20
27Q090,PS 090 HORACE MANN,3,Gen Ed,60,2,30,30,30
27Q090,PS 090 HORACE MANN,3,ICT,27,1,27,27,27
27Q090,PS 090 HORACE MANN,4,Gen Ed,76,3,25.3,25,26
27Q090,PS 090 HORACE MANN,4,ICT,24,1,24,24,24
27Q090,PS 090 HORACE MANN,5,Gen Ed,66,3,22,22,22
27Q090,PS 090 HORACE MANN,5,ICT,23,1,23,23,23
27Q096,PS 096,K,Gen Ed,50,2,25,25,25
27Q096,PS 096,1,Gen Ed,44,2,22,21,23
27Q096,PS 096,2,Gen Ed,46,2,23,23,23
27Q096,PS 096,3,Gen Ed,46,2,23,23,23
27Q096,PS 096,4,Gen Ed,41,2,20.5,19,22
27Q096,PS 096,5,Gen Ed,18,1,18,18,18
27Q096,PS 096,5,ICT,22,1,22,22,22
27Q097,PS 097 FOREST PARK,K,Gen Ed,64,3,21.3,20,23
27Q097,PS 097 FOREST PARK,K,ICT,20,1,20,20,20
27Q097,PS 097 FOREST PARK,1,Gen Ed,55,2,27.5,27,28
27Q097,PS 097 FOREST PARK,1,ICT,24,1,24,24,24
27Q097,PS 097 FOREST PARK,2,Gen Ed,55,2,27.5,27,28
27Q097,PS 097 FOREST PARK,2,ICT,32,1,32,32,32
27Q097,PS 097 FOREST PARK,3,Gen Ed,71,3,23.7,23,25
27Q097,PS 097 FOREST PARK,3,ICT,24,1,24,24,24
27Q097,PS 097 FOREST PARK,4,Gen Ed,60,2,30,29,31
27Q097,PS 097 FOREST PARK,4,ICT,31,1,31,31,31
27Q097,PS 097 FOREST PARK,5,Gen Ed,45,2,22.5,21,24
27Q097,PS 097 FOREST PARK,5,ICT,42,2,21,21,21
27Q100,PS 100 GLEN MORRIS,K,Gen Ed,72,3,24,23,25
27Q100,PS 100 GLEN MORRIS,K,ICT,24,1,24,24,24
27Q100,PS 100 GLEN MORRIS,1,Gen Ed,67,3,22.3,20,24
27Q100,PS 100 GLEN MORRIS,1,ICT,26,1,26,26,26
27Q100,PS 100 GLEN MORRIS,2,Gen Ed,65,3,21.7,16,26
27Q100,PS 100 GLEN MORRIS,2,ICT,24,1,24,24,24
27Q100,PS 100 GLEN MORRIS,3,Gen Ed,93,4,23.3,21,26
27Q100,PS 100 GLEN MORRIS,3,ICT,21,1,21,21,21
27Q100,PS 100 GLEN MORRIS,4,Gen Ed,97,4,24.3,22,26
27Q100,PS 100 GLEN MORRIS,4,ICT,24,1,24,24,24
27Q100,PS 100 GLEN MORRIS,5,Gen Ed,92,4,23,20,25
27Q100,PS 100 GLEN MORRIS,5,ICT,23,1,23,23,23
27Q104,PS 104 THE BAYS WATER,K,Gen Ed,48,2,24,24,24
27Q104,PS 104 THE BAYS WATER,K,ICT,23,1,23,23,23
27Q104,PS 104 THE BAYS WATER,1,Gen Ed,58,3,19.3,19,20
27Q104,PS 104 THE BAYS WATER,1,ICT,22,1,22,22,22
27Q104,PS 104 THE BAYS WATER,2,Gen Ed,49,2,24.5,24,25
27Q104,PS 104 THE BAYS WATER,2,ICT,23,1,23,23,23
27Q104,PS 104 THE BAYS WATER,3,Gen Ed,44,2,22,22,22
27Q104,PS 104 THE BAYS WATER,3,ICT,24,1,24,24,24
27Q104,PS 104 THE BAYS WATER,4,Gen Ed,69,3,23,22,24
27Q104,PS 104 THE BAYS WATER,4,ICT,23,1,23,23,23
27Q104,PS 104 THE BAYS WATER,5,Gen Ed,62,3,20.7,20,21
27Q104,PS 104 THE BAYS WATER,5,ICT,25,1,25,25,25
27Q105,PS 105 THE BAY SCHOOL,K,Gen Ed,39,2,19.5,19,20
27Q105,PS 105 THE BAY SCHOOL,K,ICT,21,1,21,21,21
27Q105,PS 105 THE BAY SCHOOL,1,Gen Ed,36,2,18,18,18
27Q105,PS 105 THE BAY SCHOOL,1,ICT,20,1,20,20,20
27Q105,PS 105 THE BAY SCHOOL,2,Gen Ed,25,1,25,25,25
27Q105,PS 105 THE BAY SCHOOL,2,ICT,26,1,26,26,26
27Q105,PS 105 THE BAY SCHOOL,3,Gen Ed,43,2,21.5,21,22
27Q105,PS 105 THE BAY SCHOOL,3,ICT,22,1,22,22,22
27Q105,PS 105 THE BAY SCHOOL,4,Gen Ed,29,1,29,29,29
27Q105,PS 105 THE BAY SCHOOL,4,ICT,28,1,28,28,28
27Q105,PS 105 THE BAY SCHOOL,5,Gen Ed,39,2,19.5,18,21
27Q105,PS 105 THE BAY SCHOOL,5,ICT,22,1,22,22,22
27Q105,PS 105 THE BAY SCHOOL,6,Gen Ed,44,2,22,22,22
27Q105,PS 105 THE BAY SCHOOL,6,ICT,24,1,24,24,24
27Q105,PS 105 THE BAY SCHOOL,7,Gen Ed,42,2,21,20,22
27Q105,PS 105 THE BAY SCHOOL,7,ICT,46,2,23,19,27
27Q105,PS 105 THE BAY SCHOOL,8,Gen Ed,28,1,28,28,28
27Q105,PS 105 THE BAY SCHOOL,8,ICT,24,1,24,24,24
27Q106,PS 106,K,ICT,17,1,17,17,17
27Q106,PS 106,1,ICT,23,1,23,23,23
27Q106,PS 106,2,ICT,23,1,23,23,23
27Q106,PS 106,3,ICT,17,1,17,17,17
27Q106,PS 106,4,ICT,15,1,15,15,15
27Q106,PS 106,5,ICT,16,1,16,16,16
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,K,Gen Ed,123,6,20.5,20,21
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,K,G&T,20,1,20,20,20
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,K,ICT,22,1,22,22,22
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,1,Gen Ed,112,5,22.4,20,23
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,1,G&T,19,1,19,19,19
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,1,ICT,24,1,24,24,24
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,2,Gen Ed,96,4,24,22,26
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,2,G&T,25,1,25,25,25
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,2,ICT,45,2,22.5,22,23
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,3,Gen Ed,83,3,27.7,27,29
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,3,G&T,29,1,29,29,29
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,3,ICT,51,2,25.5,25,26
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,4,Gen Ed,102,4,25.5,24,29
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,4,G&T,28,1,28,28,28
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,4,ICT,52,2,26,26,26
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,5,Gen Ed,123,5,24.6,23,27
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,5,G&T,22,1,22,22,22
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,5,ICT,48,2,24,23,25
27Q114,PS / MS 114 BELLE HARBOR,K,Gen Ed,54,3,18,17,19
27Q114,PS / MS 114 BELLE HARBOR,K,ICT,20,1,20,20,20
27Q114,PS / MS 114 BELLE HARBOR,1,Gen Ed,50,2,25,25,25
27Q114,PS / MS 114 BELLE HARBOR,1,ICT,23,1,23,23,23
27Q114,PS / MS 114 BELLE HARBOR,2,Gen Ed,50,2,25,24,26
27Q114,PS / MS 114 BELLE HARBOR,2,ICT,25,1,25,25,25
27Q114,PS / MS 114 BELLE HARBOR,3,Gen Ed,43,2,21.5,21,22
27Q114,PS / MS 114 BELLE HARBOR,3,ICT,21,1,21,21,21
27Q114,PS / MS 114 BELLE HARBOR,4,Gen Ed,46,2,23,23,23
27Q114,PS / MS 114 BELLE HARBOR,4,ICT,23,1,23,23,23
27Q114,PS / MS 114 BELLE HARBOR,5,Gen Ed,50,2,25,23,27
27Q114,PS / MS 114 BELLE HARBOR,5,ICT,26,1,26,26,26
27Q114,PS / MS 114 BELLE HARBOR,6,Gen Ed,18,1,18,18,18
27Q114,PS / MS 114 BELLE HARBOR,6,ICT,19,1,19,19,19
27Q114,PS / MS 114 BELLE HARBOR,7,Gen Ed,21,1,21,21,21
27Q114,PS / MS 114 BELLE HARBOR,7,ICT,18,1,18,18,18
27Q114,PS / MS 114 BELLE HARBOR,8,ICT,27,1,27,27,27
27Q123,PS 123,K,Gen Ed,56,3,18.7,17,21
27Q123,PS 123,K,ICT,15,1,15,15,15
27Q123,PS 123,1,Gen Ed,58,3,19.3,18,21
27Q123,PS 123,1,ICT,21,1,21,21,21
27Q123,PS 123,2,Gen Ed,51,2,25.5,24,27
27Q123,PS 123,2,ICT,22,1,22,22,22
27Q123,PS 123,3,Gen Ed,45,2,22.5,22,23
27Q123,PS 123,3,ICT,22,1,22,22,22
27Q123,PS 123,4,Gen Ed,48,2,24,23,25
27Q123,PS 123,4,ICT,22,1,22,22,22
27Q123,PS 123,5,Gen Ed,60,2,30,30,30
27Q123,PS 123,5,ICT,32,1,32,32,32
27Q124,PS 124 OSMOND A CHURCH,K,Gen Ed,93,4,23.3,22,25
27Q124,PS 124 OSMOND A CHURCH,1,Gen Ed,84,3,28,26,30
27Q124,PS 124 OSMOND A CHURCH,2,Gen Ed,67,3,22.3,21,23
27Q124,PS 124 OSMOND A CHURCH,2,ICT,23,1,23,23,23
27Q124,PS 124 OSMOND A CHURCH,3,Gen Ed,51,2,25.5,25,26
27Q124,PS 124 OSMOND A CHURCH,3,ICT,29,1,29,29,29
27Q124,PS 124 OSMOND A CHURCH,4,Gen Ed,72,3,24,22,26
27Q124,PS 124 OSMOND A CHURCH,4,ICT,22,1,22,22,22
27Q124,PS 124 OSMOND A CHURCH,5,Gen Ed,112,4,28,25,30
27Q124,PS 124 OSMOND A CHURCH,5,ICT,25,1,25,25,25
27Q124,PS 124 OSMOND A CHURCH,6,Gen Ed,113,4,28.3,27,29
27Q124,PS 124 OSMOND A CHURCH,6,ICT,26,1,26,26,26
27Q124,PS 124 OSMOND A CHURCH,7,Gen Ed,87,3,29,29,29
27Q124,PS 124 OSMOND A CHURCH,7,ICT,27,1,27,27,27
27Q124,PS 124 OSMOND A CHURCH,8,Gen Ed,109,4,27.3,26,28
27Q124,PS 124 OSMOND A CHURCH,8,ICT,25,1,25,25,25
27Q137,MS 137 AMERICA'S SCHOOL OF HEROES,6,Gen Ed,387,15,25.8,22,30
27Q137,MS 137 AMERICA'S SCHOOL OF HEROES,6,ICT,135,5,27,25,29
27Q137,MS 137 AMERICA'S SCHOOL OF HEROES,7,Gen Ed,417,15,27.8,20,31
27Q137,MS 137 AMERICA'S SCHOOL OF HEROES,7,ICT,145,5,29,28,30
27Q137,MS 137 AMERICA'S SCHOOL OF HEROES,8,Gen Ed,441,16,27.6,25,30
27Q137,MS 137 AMERICA'S SCHOOL OF HEROES,8,ICT,141,5,28.2,27,29
27Q146,PS 146 HOWARD BEACH,K,Gen Ed,22,1,22,22,22
27Q146,PS 146 HOWARD BEACH,K,ICT,22,1,22,22,22
27Q146,PS 146 HOWARD BEACH,1,Gen Ed,23,1,23,23,23
27Q146,PS 146 HOWARD BEACH,1,ICT,25,1,25,25,25
27Q146,PS 146 HOWARD BEACH,2,Gen Ed,21,1,21,21,21
27Q146,PS 146 HOWARD BEACH,2,ICT,20,1,20,20,20
27Q146,PS 146 HOWARD BEACH,3,Gen Ed,27,1,27,27,27
27Q146,PS 146 HOWARD BEACH,3,ICT,26,1,26,26,26
27Q146,PS 146 HOWARD BEACH,4,Gen Ed,24,1,24,24,24
27Q146,PS 146 HOWARD BEACH,4,ICT,22,1,22,22,22
27Q146,PS 146 HOWARD BEACH,5,Gen Ed,30,1,30,30,30
27Q146,PS 146 HOWARD BEACH,5,ICT,24,1,24,24,24
27Q146,PS 146 HOWARD BEACH,6,ICT,56,2,28,28,28
27Q146,PS 146 HOWARD BEACH,7,Gen Ed,29,1,29,29,29
27Q146,PS 146 HOWARD BEACH,7,ICT,29,1,29,29,29
27Q146,PS 146 HOWARD BEACH,8,Gen Ed,27,1,27,27,27
27Q146,PS 146 HOWARD BEACH,8,ICT,25,1,25,25,25
27Q155,PS 155,K,Gen Ed,50,2,25,25,25
27Q155,PS 155,K,ICT,25,1,25,25,25
27Q155,PS 155,1,Gen Ed,67,3,22.3,18,25
27Q155,PS 155,2,Gen Ed,67,3,22.3,21,25
27Q155,PS 155,3,Gen Ed,82,3,27.3,26,29
27Q155,PS 155,4,Gen Ed,68,3,22.7,21,24
27Q155,PS 155,5,Gen Ed,56,2,28,27,29
27Q183,PS 183 DR RICHARD R GREEN,K,Gen Ed,26,1,26,26,26
27Q183,PS 183 DR RICHARD R GREEN,K,ICT,26,1,26,26,26
27Q183,PS 183 DR RICHARD R GREEN,1,Gen Ed,18,1,18,18,18
27Q183,PS 183 DR RICHARD R GREEN,1,ICT,21,1,21,21,21
27Q183,PS 183 DR RICHARD R GREEN,2,Gen Ed,19,1,19,19,19
27Q183,PS 183 DR RICHARD R GREEN,2,ICT,22,1,22,22,22
27Q183,PS 183 DR RICHARD R GREEN,3,Gen Ed,22,1,22,22,22
27Q183,PS 183 DR RICHARD R GREEN,3,ICT,16,1,16,16,16
27Q183,PS 183 DR RICHARD R GREEN,4,Gen Ed,21,1,21,21,21
27Q183,PS 183 DR RICHARD R GREEN,4,ICT,27,1,27,27,27
27Q183,PS 183 DR RICHARD R GREEN,5,Gen Ed,22,1,22,22,22
27Q183,PS 183 DR RICHARD R GREEN,5,ICT,20,1,20,20,20
27Q183,PS 183 DR RICHARD R GREEN,6,ICT,26,1,26,26,26
27Q183,PS 183 DR RICHARD R GREEN,7,Gen Ed,20,1,20,20,20
27Q183,PS 183 DR RICHARD R GREEN,7,ICT,22,1,22,22,22
27Q183,PS 183 DR RICHARD R GREEN,8,ICT,38,2,19,17,21
27Q197,PS 197 THE OCEAN SCHOOL,K,Gen Ed,48,2,24,23,25
27Q197,PS 197 THE OCEAN SCHOOL,1,Gen Ed,23,1,23,23,23
27Q197,PS 197 THE OCEAN SCHOOL,1,ICT,28,1,28,28,28
27Q197,PS 197 THE OCEAN SCHOOL,2,Gen Ed,30,2,15,<15,17
27Q197,PS 197 THE OCEAN SCHOOL,2,ICT,23,1,23,23,23
27Q197,PS 197 THE OCEAN SCHOOL,3,Gen Ed,12,1,12,<15,<15
27Q197,PS 197 THE OCEAN SCHOOL,3,ICT,30,1,30,30,30
27Q197,PS 197 THE OCEAN SCHOOL,4,Gen Ed,19,1,19,19,19
27Q197,PS 197 THE OCEAN SCHOOL,4,ICT,26,1,26,26,26
27Q197,PS 197 THE OCEAN SCHOOL,5,Gen Ed,26,1,26,26,26
27Q197,PS 197 THE OCEAN SCHOOL,5,ICT,26,1,26,26,26
27Q202,JHS 202 ROBERT H GODDARD,6,Gen Ed,179,8,22.4,20,25
27Q202,JHS 202 ROBERT H GODDARD,6,ICT,43,2,21.5,21,22
27Q202,JHS 202 ROBERT H GODDARD,7,Gen Ed,209,8,26.1,25,28
27Q202,JHS 202 ROBERT H GODDARD,7,ICT,75,3,25,23,26
27Q202,JHS 202 ROBERT H GODDARD,8,Gen Ed,223,8,27.9,24,29
27Q202,JHS 202 ROBERT H GODDARD,8,ICT,83,3,27.7,27,28
27Q207,PS 207 ROCKWOOD PARK,K,Gen Ed,34,2,17,15,19
27Q207,PS 207 ROCKWOOD PARK,K,ICT,24,2,12,<15,16
27Q207,PS 207 ROCKWOOD PARK,1,Gen Ed,25,1,25,25,25
27Q207,PS 207 ROCKWOOD PARK,1,ICT,41,2,20.5,15,26
27Q207,PS 207 ROCKWOOD PARK,2,Gen Ed,24,1,24,24,24
27Q207,PS 207 ROCKWOOD PARK,2,ICT,39,2,19.5,15,24
27Q207,PS 207 ROCKWOOD PARK,3,Gen Ed,20,1,20,20,20
27Q207,PS 207 ROCKWOOD PARK,3,ICT,39,2,19.5,16,23
27Q207,PS 207 ROCKWOOD PARK,4,Gen Ed,25,1,25,25,25
27Q207,PS 207 ROCKWOOD PARK,4,ICT,42,2,21,16,26
27Q207,PS 207 ROCKWOOD PARK,5,Gen Ed,19,1,19,19,19
27Q207,PS 207 ROCKWOOD PARK,5,ICT,39,2,19.5,18,21
27Q207,PS 207 ROCKWOOD PARK,6,Gen Ed,30,1,30,30,30
27Q207,PS 207 ROCKWOOD PARK,6,ICT,31,1,31,31,31
27Q207,PS 207 ROCKWOOD PARK,7,Gen Ed,26,1,26,26,26
27Q207,PS 207 ROCKWOOD PARK,7,ICT,27,1,27,27,27
27Q207,PS 207 ROCKWOOD PARK,8,Gen Ed,27,1,27,27,27
27Q207,PS 207 ROCKWOOD PARK,8,ICT,26,1,26,26,26
27Q210,JHS 210 ELIZABETH BLACKWELL,6,Gen Ed,322,13,24.8,20,29
27Q210,JHS 210 ELIZABETH BLACKWELL,6,ICT,135,5,27,25,30
27Q210,JHS 210 ELIZABETH BLACKWELL,7,Gen Ed,306,12,25.5,17,29
27Q210,JHS 210 ELIZABETH BLACKWELL,7,ICT,130,5,26,22,29
27Q210,JHS 210 ELIZABETH BLACKWELL,8,Gen Ed,392,14,28,27,29
27Q210,JHS 210 ELIZABETH BLACKWELL,8,ICT,124,5,24.8,17,28
27Q223,PS 223 LYNDON B JOHNSON,K,Gen Ed,61,3,20.3,20,21
27Q223,PS 223 LYNDON B JOHNSON,1,Gen Ed,42,2,21,21,21
27Q223,PS 223 LYNDON B JOHNSON,1,ICT,21,1,21,21,21
27Q223,PS 223 LYNDON B JOHNSON,2,Gen Ed,37,2,18.5,18,19
27Q223,PS 223 LYNDON B JOHNSON,2,ICT,18,1,18,18,18
27Q223,PS 223 LYNDON B JOHNSON,3,Gen Ed,49,2,24.5,23,26
27Q223,PS 223 LYNDON B JOHNSON,3,ICT,24,1,24,24,24
27Q223,PS 223 LYNDON B JOHNSON,4,Gen Ed,38,2,19,19,19
27Q223,PS 223 LYNDON B JOHNSON,4,ICT,22,1,22,22,22
27Q223,PS 223 LYNDON B JOHNSON,5,Gen Ed,28,1,28,28,28
27Q223,PS 223 LYNDON B JOHNSON,5,ICT,31,1,31,31,31
27Q226,JHS 226 VIRGIL I GRISSOM,6,Gen Ed,175,6,29.2,27,30
27Q226,JHS 226 VIRGIL I GRISSOM,6,ICT,88,3,29.3,29,30
27Q226,JHS 226 VIRGIL I GRISSOM,7,Gen Ed,178,6,29.7,28,30
27Q226,JHS 226 VIRGIL I GRISSOM,7,ICT,88,3,29.3,29,30
27Q226,JHS 226 VIRGIL I GRISSOM,8,Gen Ed,140,5,28,26,29
27Q226,JHS 226 VIRGIL I GRISSOM,8,ICT,138,5,27.6,25,31
27Q232,PS 232 LINDENWOOD,K,Gen Ed,50,2,25,25,25
27Q232,PS 232 LINDENWOOD,K,ICT,25,1,25,25,25
27Q232,PS 232 LINDENWOOD,1,Gen Ed,53,2,26.5,26,27
27Q232,PS 232 LINDENWOOD,1,ICT,24,1,24,24,24
27Q232,PS 232 LINDENWOOD,2,Gen Ed,51,3,17,<15,20
27Q232,PS 232 LINDENWOOD,2,ICT,18,1,18,18,18
27Q232,PS 232 LINDENWOOD,3,Gen Ed,52,2,26,26,26
27Q232,PS 232 LINDENWOOD,3,ICT,24,1,24,24,24
27Q232,PS 232 LINDENWOOD,4,Gen Ed,49,2,24.5,24,25
27Q232,PS 232 LINDENWOOD,4,ICT,22,1,22,22,22
27Q232,PS 232 LINDENWOOD,5,Gen Ed,75,3,25,24,26
27Q232,PS 232 LINDENWOOD,5,ICT,26,1,26,26,26
27Q232,PS 232 LINDENWOOD,6,Gen Ed,67,3,22.3,22,23
27Q232,PS 232 LINDENWOOD,6,ICT,24,1,24,24,24
27Q232,PS 232 LINDENWOOD,7,Gen Ed,57,2,28.5,26,31
27Q232,PS 232 LINDENWOOD,7,ICT,25,1,25,25,25
27Q232,PS 232 LINDENWOOD,8,Gen Ed,84,3,28,26,30
27Q232,PS 232 LINDENWOOD,8,ICT,27,1,27,27,27
27Q253,PS 253,K,Gen Ed,50,2,25,25,25
27Q253,PS 253,K,ICT,19,1,19,19,19
27Q253,PS 253,1,Gen Ed,47,2,23.5,23,24
27Q253,PS 253,1,ICT,24,1,24,24,24
27Q253,PS 253,2,Gen Ed,44,2,22,22,22
27Q253,PS 253,2,ICT,25,1,25,25,25
27Q253,PS 253,3,Gen Ed,45,2,22.5,21,24
27Q253,PS 253,3,ICT,23,1,23,23,23
27Q253,PS 253,4,Gen Ed,47,2,23.5,23,24
27Q253,PS 253,4,ICT,20,1,20,20,20
27Q253,PS 253,5,Gen Ed,48,2,24,22,26
27Q253,PS 253,5,ICT,25,1,25,25,25
27Q254,PS 254 - THE ROSA PARKS SCHOOL,K,Gen Ed,44,2,22,22,22
27Q254,PS 254 - THE ROSA PARKS SCHOOL,K,ICT,22,1,22,22,22
27Q254,PS 254 - THE ROSA PARKS SCHOOL,1,Gen Ed,51,2,25.5,24,27
27Q254,PS 254 - THE ROSA PARKS SCHOOL,1,ICT,24,1,24,24,24
27Q254,PS 254 - THE ROSA PARKS SCHOOL,2,Gen Ed,44,2,22,22,22
27Q254,PS 254 - THE ROSA PARKS SCHOOL,2,ICT,21,1,21,21,21
27Q254,PS 254 - THE ROSA PARKS SCHOOL,3,Gen Ed,40,2,20,20,20
27Q254,PS 254 - THE ROSA PARKS SCHOOL,3,ICT,21,1,21,21,21
27Q254,PS 254 - THE ROSA PARKS SCHOOL,4,Gen Ed,50,2,25,24,26
27Q254,PS 254 - THE ROSA PARKS SCHOOL,4,ICT,24,1,24,24,24
27Q254,PS 254 - THE ROSA PARKS SCHOOL,5,Gen Ed,56,2,28,28,28
27Q254,PS 254 - THE ROSA PARKS SCHOOL,5,ICT,27,1,27,27,27
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,6,Gen Ed,66,3,22,19,25
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,6,ICT,62,3,20.7,19,23
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,7,Gen Ed,79,3,26.3,26,27
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,7,ICT,74,3,24.7,24,26
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,8,Gen Ed,111,4,27.8,26,29
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,8,ICT,47,2,23.5,23,24
27Q273,PS 273,K,Gen Ed,25,1,25,25,25
27Q273,PS 273,K,ICT,24,1,24,24,24
27Q273,PS 273,1,Gen Ed,44,2,22,22,22
27Q273,PS 273,2,Gen Ed,20,1,20,20,20
27Q273,PS 273,2,ICT,24,1,24,24,24
27Q273,PS 273,3,Gen Ed,25,1,25,25,25
27Q273,PS 273,3,ICT,21,1,21,21,21
27Q273,PS 273,4,Gen Ed,18,1,18,18,18
27Q273,PS 273,4,ICT,19,1,19,19,19
27Q273,PS 273,5,Gen Ed,22,1,22,22,22
27Q273,PS 273,5,ICT,25,1,25,25,25
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,6,Gen Ed,57,2,28.5,27,30
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,6,ICT,29,1,29,29,29
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,7,Gen Ed,58,2,29,29,29
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,7,ICT,30,1,30,30,30
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,8,Gen Ed,59,2,29.5,28,31
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,8,ICT,30,1,30,30,30
27Q297,HAWTREE CREEK MIDDLE SCHOOL,6,Gen Ed,29,1,29,29,29
27Q297,HAWTREE CREEK MIDDLE SCHOOL,6,ICT,88,3,29.3,28,31
27Q297,HAWTREE CREEK MIDDLE SCHOOL,7,Gen Ed,28,1,28,28,28
27Q297,HAWTREE CREEK MIDDLE SCHOOL,7,ICT,85,3,28.3,27,29
27Q297,HAWTREE CREEK MIDDLE SCHOOL,8,ICT,111,4,27.8,25,30
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,K,Gen Ed,25,1,25,25,25
